genres,id,popularity,production_companies,runtime,vote_average,vote_count,title,collection
"[28, 18, 878, 53]",6950,13.676444,"[824, 2154, 6194, 16775]",127.0,6.4,522.0,Outbreak,
"[53, 80, 18]",101,20.477329,"[5, 9]",110.0,8.2,4293.0,Léon,
"[35, 18, 10749]",63020,1.433544,[28205],113.0,6.6,9.0,The Perez Family,
"[35, 18, 10749]",2307,0.463307,[915],94.0,7.0,2.0,A Pyromaniac's Love Story,
"[53, 80]",680,140.950236,"[14, 59, 216]",154.0,8.3,8670.0,Pulp Fiction,
[18],41478,7.160149,"[31080, 31715, 37580]",124.0,6.4,6.0,Panther,
"[35, 18]",25296,1.638622,[5528],105.0,6.1,9.0,Pushing Hands,
"[18, 10749]",40156,1.881932,"[288, 1382, 53009]",98.0,6.4,32.0,Priest,
"[36, 18]",11450,7.772505,"[316, 915, 11407]",133.0,7.1,262.0,Quiz Show,
"[18, 36]",30304,1.296912,"[84839, 84840]",94.0,7.4,5.0,Picture Bride,
"[18, 36]",10452,4.405405,"[82, 850, 5358, 6187, 6541, 7089, 8923, 18367, 18495, 53009, 75913]",162.0,7.0,67.0,La Reine Margot,
"[28, 37]",12106,7.54701,[559],107.0,6.2,431.0,The Quick and the Dead,
"[18, 35]",161495,3.395867,"[915, 10201, 12883]",108.0,6.4,7.0,Roommates,
"[18, 35]",3586,6.259433,[14],133.0,5.3,33.0,Prêt-à-Porter,
"[18, 9648, 10749]",110,7.832755,"[38, 183, 591, 1245]",99.0,7.8,246.0,Trois couleurs : Rouge,131
"[18, 10402, 9648]",108,8.843517,"[591, 1610]",98.0,7.7,311.0,Trois couleurs : Bleu,131
"[35, 18, 9648]",109,6.5898,"[183, 591, 850]",91.0,7.3,218.0,Trois couleurs : Blanc,131
[18],159185,0.078257,[],111.0,7.0,2.0,Pao Da Shuang Deng,
"[35, 10751, 10770]",36357,1.155255,[],85.0,5.1,15.0,Rent-a-Kid,
"[27, 18]",92769,0.499601,"[4899, 16953, 24946]",90.0,4.7,3.0,Relative Fear,
"[35, 18]",28033,1.390885,[4],95.0,5.0,6.0,Stuart Saves His Family,
[16],22586,8.910462,[4108],89.0,6.5,251.0,The Swan Princess,144200
"[18, 10751, 14]",14334,1.750481,"[29272, 29273]",97.0,6.1,15.0,The Secret of Roan Inish,
"[28, 53]",2636,10.388183,"[2596, 6194, 11134]",110.0,5.5,317.0,The Specialist,
"[28, 12, 878]",2164,13.328924,"[347, 694, 10320]",121.0,6.8,942.0,Stargate,
"[14, 18, 35, 10751]",11395,9.665424,"[2, 915]",97.0,6.3,501.0,The Santa Clause,53159
"[18, 80]",278,51.645403,"[97, 6194]",142.0,8.5,8358.0,The Shawshank Redemption,
"[80, 53]",9905,8.223026,"[181, 359, 980, 1382]",92.0,7.0,247.0,Shallow Grave,
"[18, 53]",87078,1.298224,[78701],96.0,6.0,7.0,Suture,
"[35, 18]",12527,1.777197,"[14, 6647, 8861, 10015]",108.0,7.1,16.0,Fresa y chocolate,
"[80, 35]",20306,5.869261,"[2832, 4063]",101.0,6.7,104.0,Swimming with Sharks,
"[35, 18, 10749]",36614,1.407427,[798],100.0,6.0,21.0,The Sum of Us,
[35],27993,5.05806,"[12, 4733, 4734]",91.0,5.7,23.0,Senior Trip,
"[18, 10749, 10752]",31439,5.260627,"[1078, 25299]",125.0,7.7,62.0,活着,
"[28, 35, 14, 878]",9067,7.602087,[2231],98.0,5.5,140.0,Tank Girl,
"[27, 35, 53]",9059,9.455342,"[33, 69626]",92.0,6.7,96.0,Tales from the Crypt: Demon Knight,115142
"[878, 28, 12, 53]",193,8.105708,[4],118.0,6.4,461.0,Star Trek: Generations,115570
"[80, 27, 53]",25066,2.86007,"[4319, 11308]",98.0,5.4,33.0,Tales from the Hood,
"[18, 10749]",46797,0.704204,[],115.0,5.8,8.0,Tom & Viv,
"[53, 27, 878]",12122,6.529879,[33],99.0,5.6,165.0,Village of the Damned,
[35],11381,11.971318,[4],97.0,6.8,321.0,Tommy Boy,
"[18, 10749]",32636,7.039846,[58],119.0,6.1,15.0,Vanya on 42nd Street,
"[53, 80]",36141,2.059771,[14729],99.0,5.6,15.0,The Underneath,
"[18, 10752]",95963,0.620873,"[11308, 23808, 37350]",88.0,6.6,4.0,The Walking Dead,
"[10749, 18]",1587,10.3919,[4],118.0,7.5,943.0,What's Eating Gilbert Grape,
"[28, 80, 878, 53]",9271,5.188399,[4],106.0,5.4,163.0,Virtuosity,
"[35, 18, 10749]",2064,15.783615,"[175, 915]",103.0,6.5,340.0,While You Were Sleeping,
[18],19855,3.908596,[33],126.0,6.3,39.0,The War,
"[35, 10749]",60855,0.372239,"[8, 806, 4908, 17027, 36024]",87.0,5.5,2.0,Double Happiness,
"[18, 35, 10749]",236,5.254847,"[105, 11840, 39250]",106.0,6.9,104.0,Muriel's Wedding,
"[35, 18, 10751]",48287,2.15805,"[441, 10157]",94.0,5.3,23.0,The Baby-Sitters Club,
"[35, 9648]",3049,11.247957,"[6194, 10210]",86.0,6.4,1684.0,Ace Ventura: Pet Detective,3167
"[18, 35]",2759,8.328596,[1382],104.0,7.2,174.0,"The Adventures of Priscilla, Queen of the Desert",
"[18, 10402]",12635,2.487951,[37],100.0,6.2,37.0,Backbeat,
"[53, 18, 10749]",10497,11.298195,"[8, 355, 441, 635, 5358, 8131]",139.0,7.0,115.0,Bitter Moon,
"[28, 35, 53]",11382,5.72288,[14],98.0,7.0,130.0,Bullets Over Broadway,
"[28, 18, 53]",9331,7.513245,"[4, 2767]",141.0,6.4,390.0,Clear and Present Danger,192492
"[18, 53, 80, 9648]",10731,15.263829,"[508, 644, 6194]",119.0,6.4,287.0,The Client,
"[35, 18, 10751, 10749]",10464,6.924689,[12],115.0,6.4,83.0,"Corrina, Corrina",
"[35, 18]",34152,2.533022,"[33, 4319]",115.0,6.7,31.0,Crooklyn,
"[14, 28, 53]",9495,15.799336,"[14, 4028, 4029, 4030, 6455]",102.0,7.3,980.0,The Crow,9436
[18],29973,2.583363,"[508, 644, 6194, 16823]",128.0,6.1,29.0,Cobb,
"[14, 35, 10751]",888,15.019586,"[33, 56, 1353]",91.0,5.0,559.0,The Flintstones,351684
"[35, 18, 10749]",13,48.307194,[4],142.0,8.2,8147.0,Forrest Gump,
"[35, 18, 10749]",712,8.990345,"[181, 1382, 10163]",117.0,6.6,654.0,Four Weddings and a Funeral,
"[10749, 18, 80]",16295,7.817811,"[441, 1947]",127.0,6.4,49.0,Higher Learning,
"[35, 18, 10749]",48992,0.289295,"[441, 37294, 37295]",104.0,6.3,4.0,I Like It Like That,
"[28, 35, 10749]",10879,3.570874,"[175, 9195]",123.0,5.3,41.0,I Love Trouble,
"[35, 18, 10749]",10660,11.272073,[559],101.0,6.1,154.0,It Could Happen to You,
"[12, 18, 10751]",10714,10.714235,[],111.0,5.9,107.0,The Jungle Book,
"[99, 10769]",41647,0.568884,"[181, 201, 4606, 12914, 12915, 12916]",180.0,7.3,5.0,Die Macht der Bilder: Leni Riefenstahl,
"[10751, 16, 18]",8587,21.605761,"[2, 10217]",89.0,8.0,5520.0,The Lion King,94032
"[18, 36]",1689,5.681522,[14],140.0,6.0,76.0,Little Buddha,
"[27, 53, 9648, 14]",11596,9.860522,[12],112.0,6.4,297.0,New Nightmare,8581
"[10749, 35, 80, 14]",854,14.13488,"[12, 552]",101.0,6.6,2550.0,The Mask,43072
"[28, 12, 35, 18, 37]",9359,15.050326,"[4564, 6194]",127.0,6.6,490.0,Maverick,
[18],23333,4.739054,"[8, 14]",125.0,6.3,20.0,Mrs. Parker and the Vicious Circle,
"[35, 80]",36593,10.587232,[4],83.0,6.4,535.0,The Naked Gun 33⅓: The Final Insult,37139
"[35, 18]",12280,4.006063,"[23, 33]",112.0,6.1,40.0,The Paper,
[18],2788,6.514592,"[33, 216]",99.0,6.5,180.0,Reality Bites,
"[80, 18, 53]",10427,5.137903,"[278, 1382]",98.0,6.4,71.0,Red Rock West,
"[35, 10751]",11011,6.595255,"[1302, 1885, 6194]",95.0,5.4,426.0,Ri¢hie Ri¢h,167985
[18],49803,4.931565,[12],98.0,4.9,7.0,Safe Passage,
"[28, 12, 80, 53]",8987,10.511241,"[33, 496, 662]",111.0,6.1,214.0,The River Wild,
"[28, 12, 80]",1637,10.859292,[306],116.0,6.8,1814.0,Speed,43064
"[35, 10749]",15128,2.334226,[8411],99.0,5.5,24.0,Speechless,
"[53, 878, 28, 80]",8831,8.907074,"[33, 467, 552, 1644, 2982, 4248]",99.0,5.5,288.0,Timecop,170452
"[28, 53]",36955,11.396099,"[306, 574]",141.0,6.8,1138.0,True Lies,
"[18, 10749]",10449,4.322544,[9195],126.0,6.0,71.0,When a Man Loves a Woman,
[14],10395,14.063845,[5],125.0,6.0,221.0,Wolf,
"[18, 28, 37]",12160,9.277147,"[335, 6194, 13040, 24217]",191.0,6.5,203.0,Wyatt Earp,
"[28, 80, 10749, 53]",40480,0.912415,"[9195, 21857]",108.0,4.9,12.0,Bad Company,
"[35, 18]",52038,0.406113,"[288, 2630, 11358]",99.0,6.5,2.0,A Man of No Importance,
"[35, 18]",29444,2.504529,"[37, 1382]",96.0,6.1,22.0,S.F.W.,
"[28, 35, 80]",26352,3.021526,"[175, 915]",100.0,6.0,31.0,A Low Down Dirty Shame,
[18],39953,0.054148,"[3923, 25583]",91.0,2.0,1.0,"Boys Life: Three Stories of Love, Lust, and Liberation",
[18],41580,0.934312,[],110.0,5.9,9.0,Le colonel Chabert,
"[28, 80]",315,4.220541,[170],83.0,6.5,59.0,"Faster, Pussycat! Kill! Kill!",
"[80, 18, 10749]",22067,0.912909,[],119.0,5.9,9.0,Jason's Lyric,
"[16, 878]",18242,0.381704,"[6215, 6216, 6217]",61.0,7.1,8.0,The Secret Adventures of Tom Thumb,
"[28, 12, 53]",11667,13.58449,"[33, 7220]",102.0,4.1,330.0,Street Fighter,261203
"[28, 35]",32502,2.342756,"[278, 11061, 31080, 33419]",92.0,6.7,13.0,Coldblooded,
[],267188,0.251223,[],97.0,0.0,0.0,Desert Winds,
"[28, 12, 80, 18, 53]",28732,1.108494,"[285, 826, 16835]",88.0,6.3,6.0,Fall Time,
"[27, 53]",75555,0.268043,"[14280, 37300]",98.0,3.4,7.0,The Fear,439409
[99],42981,0.142357,"[2, 90509]",89.0,7.5,4.0,Frank and Ollie,
"[10749, 12, 80, 18]",278939,0.405392,[888],89.0,10.0,1.0,Girl in the Cadillac,
"[53, 18]",291731,0.014925,"[38179, 38289]",97.0,0.0,0.0,Homage,
"[28, 53]",226229,0.302957,[],92.0,4.0,1.0,Mirage,
[35],203119,0.012456,"[3268, 38276]",97.0,0.0,0.0,Open Season,
[],172923,0.233376,[],0.0,5.0,1.0,Dos Crímenes,
[99],316098,0.0368,[],115.0,4.0,1.0,Brother Minister: The Assassination of Malcolm X,
"[28, 14, 878]",8011,6.866634,"[2662, 22240, 25129, 30655]",99.0,4.5,110.0,Highlander III: The Sorcerer,8050
[],171857,0.100685,[],97.0,5.0,2.0,Federal Hill,
"[27, 9648, 53]",2654,8.497643,[12],95.0,7.1,307.0,In the Mouth of Madness,
"[18, 10749]",18069,1.888534,[12],105.0,7.2,22.0,8 Seconds,
"[80, 18]",19092,4.38154,[12],96.0,6.7,40.0,Above the Rim,
"[35, 10751, 14]",2758,17.555909,"[4, 41, 258]",94.0,6.5,537.0,Addams Family Values,11716
[35],38129,0.394194,[21222],84.0,4.5,4.0,Martin Lawrence: You So Crazy,
"[18, 10749]",10436,8.013617,[5],139.0,7.0,172.0,The Age of Innocence,
"[35, 80, 10402]",13595,7.09232,"[306, 1595, 3929]",92.0,5.8,222.0,Airheads,
"[35, 10751]",46094,1.896273,"[915, 1382, 10201, 12883, 82606, 82607]",107.0,5.1,42.0,The Air Up There,
"[28, 35]",9409,12.967239,[9195],105.0,4.9,58.0,Another Stakeout,162028
"[28, 12, 35, 18, 37]",11853,14.644772,"[306, 89311]",99.0,4.6,61.0,Bad Girls,
"[35, 18, 10749]",16771,1.632711,"[8, 97, 16737]",100.0,6.6,20.0,Barcelona,
"[18, 35, 14]",46924,2.783872,"[6194, 7049, 58750, 79560, 79561]",122.0,5.0,15.0,Being Human,
[35],11041,5.673735,[306],93.0,5.0,86.0,The Beverly Hillbillies,
"[28, 35, 80]",306,11.787784,"[4, 30]",104.0,5.5,445.0,Beverly Hills Cop III,85861
"[28, 12, 18, 10751]",14522,8.398845,[6194],88.0,6.6,68.0,Black Beauty,
"[9648, 80, 18, 53]",26203,3.00282,[12],106.0,6.3,45.0,Blink,
"[18, 28, 53]",178,13.155071,"[2231, 8411]",121.0,6.0,126.0,Blown Away,
[18],19819,6.131056,[4],108.0,5.7,41.0,Blue Chips,
"[18, 10749]",57834,4.993829,"[14150, 18070]",101.0,6.1,28.0,Blue Sky,
"[27, 878, 53]",4722,6.559693,"[6194, 10098, 10099]",87.0,5.8,102.0,Body Snatchers,
"[18, 10749]",18215,4.304224,[70969],107.0,4.5,59.0,Boxing Helena,
"[18, 80]",1607,6.115628,"[7429, 11308]",121.0,7.4,447.0,A Bronx Tale,
[35],26391,1.679042,[9195],80.0,4.9,28.0,Cabin Boy,
"[18, 35]",117553,1.316741,"[5, 1350]",90.0,3.7,10.0,Calendar Girl,
"[28, 80, 18, 53]",6075,8.698509,"[33, 1988, 11393]",144.0,7.7,805.0,Carlito's Way,
"[28, 35, 18, 37]",11310,8.605703,"[5, 97]",116.0,4.9,103.0,City Slickers II: The Legend of Curly's Gold,150156
"[35, 53, 9648]",18658,2.724621,[8411],107.0,5.7,25.0,Clean Slate,
"[28, 12, 53]",9350,9.830853,"[559, 5358, 14723, 23246, 45728, 45729]",112.0,6.1,600.0,Cliffhanger,
"[35, 878, 10751]",9612,10.722729,[4],88.0,4.8,228.0,Coneheads,
"[18, 9648, 10749, 53]",2124,14.228963,"[915, 1504]",121.0,5.4,117.0,Color of Night,
"[28, 35, 10751]",26261,7.042878,[559],93.0,5.0,36.0,Cops & Robbersons,
"[37, 28, 35]",19176,4.286279,"[23, 33]",102.0,5.1,38.0,The Cowboy Way,
[18],49299,2.70097,"[8411, 36863, 36864, 36865, 68062]",108.0,5.4,9.0,Dangerous Game,
[35],11566,13.696394,"[5739, 6194, 8816]",110.0,6.3,205.0,Dave,
"[35, 18]",9571,6.8652,"[37, 6556, 10932]",102.0,7.4,588.0,Dazed and Confused,
"[80, 28, 878]",9739,11.626116,"[1885, 6194]",115.0,6.4,1018.0,Demolition Man,
[99],24257,0.408159,[],109.0,7.1,12.0,The Endless Summer 2,252313
"[37, 18, 35, 10749]",34444,2.970724,[8],96.0,4.2,29.0,Even Cowgirls Get the Blues,
[35],26141,3.555139,[8411],91.0,5.4,37.0,Fatal Instinct,
[18],10997,4.875827,"[708, 2269, 36863]",171.0,7.8,98.0,霸王别姬,
"[18, 35, 10749]",50463,1.344876,"[41, 365]",97.0,3.3,6.0,The Favor,
[18],10443,9.284624,"[705, 6194]",122.0,6.8,80.0,Fearless,
[35],20239,0.985441,[],88.0,5.8,11.0,Fear of a Black Hat,
"[35, 18]",16297,2.969003,"[705, 6194]",103.0,6.1,54.0,With Honors,
"[18, 9648, 10749]",18551,1.896869,"[4, 705, 19534]",126.0,6.2,22.0,Flesh and Bone,
"[35, 53, 9648, 10749, 10769]",25440,0.409427,[8],101.0,4.3,3.0,Widows' Peak,
"[35, 10749]",9024,8.468869,"[13, 23]",94.0,5.7,77.0,For Love or Money,
"[18, 9648, 53]",37233,9.678367,"[4, 932, 1302]",154.0,6.6,513.0,The Firm,
"[10751, 12]",1634,5.990572,"[104, 508, 644, 6194, 23397]",112.0,6.0,429.0,Free Willy,9328
"[80, 18, 53]",13815,3.970215,[14],114.0,7.6,56.0,Fresh,
"[12, 28, 53, 80, 9648]",5503,10.08937,[6194],130.0,7.2,1240.0,The Fugitive,134011
"[36, 28, 18, 37]",35588,4.653462,[5],115.0,5.9,44.0,Geronimo: An American Legend,
"[18, 28, 53]",2087,14.214403,"[33, 1644]",115.0,5.4,81.0,The Getaway,
"[10751, 35, 80]",41579,2.410545,[8411],109.0,4.5,43.0,Getting Even with Dad,
"[18, 10749]",18620,0.775898,"[1422, 8888, 89521, 89522, 89523]",83.0,3.9,5.0,Go Fish,
"[35, 18]",41006,5.22583,[37],94.0,5.2,11.0,A Good Man in Africa,
"[18, 53]",4916,5.385108,[915],107.0,5.6,21.0,Guilty as Sin,
"[28, 12, 80, 53]",2019,7.834351,"[33, 467, 11462]",97.0,6.1,237.0,Hard Target,412680
"[36, 10752, 28, 18]",31642,4.190541,"[508, 6194]",140.0,6.4,51.0,Heaven & Earth,
"[28, 35, 10752]",9255,13.482371,"[306, 11751]",86.0,6.2,463.0,Hot Shots! Part Deux,52988
[35],26271,2.138959,"[272, 1930, 10348]",95.0,4.7,12.0,Live Nude Girls,
"[18, 35, 10749]",10612,5.331753,"[14, 983]",99.0,6.1,83.0,The Englishman Who Went Up a Hill But Came Down a Mountain,
"[10749, 18]",2259,10.687795,"[118, 705, 850, 10598, 13096, 33027]",140.0,6.7,135.0,The House of the Spirits,
[35],16097,0.996047,[],100.0,4.6,11.0,House Party 3,159600
"[35, 18]",11934,7.550545,"[1382, 1885, 6194, 10163, 23873]",111.0,7.1,280.0,The Hudsucker Proxy,
"[35, 18]",106143,1.742974,"[18, 441]",115.0,5.7,18.0,I'll Do Anything,
[35],12475,6.071466,[915],91.0,4.7,54.0,In the Army Now,
"[28, 18, 53, 80, 9648]",9386,12.637158,"[97, 441]",128.0,6.8,392.0,In the Line of Fire,
[18],7984,7.405895,"[33, 2307]",133.0,7.6,363.0,In the Name of the Father,
"[35, 18, 10749]",59930,0.613335,[9195],110.0,3.9,5.0,The Inkwell,
"[18, 10402]",15765,14.820883,[9195],118.0,6.9,75.0,What's Love Got to Do with It,
[35],31643,4.563989,"[4, 11407]",112.0,4.6,17.0,Jimmy Hollywood,
"[28, 53, 80]",6,5.538671,"[33, 1644, 4248]",110.0,6.4,79.0,Judgment Night,
"[12, 878]",329,8.863776,"[33, 56]",127.0,7.6,4956.0,Jurassic Park,328
"[53, 80]",10909,8.4337,"[278, 3589]",117.0,6.5,209.0,Kalifornia,
"[28, 80, 18, 53]",507,4.948569,[285],96.0,6.1,111.0,Killing Zoe,
[18],34024,4.375347,[37],103.0,6.4,33.0,King of the Hill,
"[28, 12, 18, 10751]",29918,3.645342,[4],94.0,6.1,54.0,Lassie,
"[12, 14, 28, 35, 10751]",9593,9.434006,"[441, 55528]",130.0,6.1,725.0,Last Action Hero,
"[35, 10751]",42580,6.446229,[9195],91.0,5.1,24.0,Life With Mikey,
"[28, 35, 37]",22317,2.913584,[11308],98.0,5.7,40.0,Lightning Jack,
"[18, 10749]",1413,6.516976,"[360, 6194]",101.0,6.6,35.0,M. Butterfly,
[35],12121,5.43085,"[508, 6194]",111.0,5.3,86.0,Made in America,
"[18, 80]",2246,9.861672,"[5, 12, 97, 1023]",107.0,5.9,105.0,Malice,
[18],10502,5.997712,"[4564, 6194]",114.0,6.2,125.0,The Man without a Face,
"[35, 9648]",10440,8.939404,[559],104.0,7.1,169.0,Manhattan Murder Mystery,
"[18, 28, 80]",9516,5.260924,[12],97.0,7.2,179.0,Menace II Society,
"[28, 12, 18, 53]",2320,13.106291,"[1885, 6194]",133.0,5.8,261.0,Executive Decision,
"[18, 10749]",5879,8.932494,"[6116, 13139, 14668]",105.0,6.5,112.0,愛のコリーダ,
"[53, 35, 18, 10749]",83718,0.534606,"[8888, 10565]",91.0,7.0,7.0,What Happened Was...,
"[18, 35, 10749]",11971,8.62724,"[3102, 8827]",111.0,7.2,194.0,Much Ado About Nothing,
"[18, 10749]",2625,6.579753,"[559, 1177]",114.0,5.9,35.0,Mr. Jones,
"[35, 10749]",31911,13.011091,"[6194, 8888, 16827]",98.0,5.5,11.0,Mr. Wonderful,
"[35, 18, 10751]",788,11.16553,"[306, 10230]",125.0,7.0,1638.0,Mrs. Doubtfire,
"[35, 18]",21450,8.665198,"[10100, 10932]",131.0,7.5,105.0,Naked,
[12],11231,9.9697,[441],107.0,4.8,202.0,The Next Karate Kid,8580
"[35, 18]",41588,0.596207,"[508, 644, 4198, 6194, 10104]",112.0,4.8,5.0,The New Age,
"[28, 18, 878, 53]",10447,9.715187,"[441, 1280, 1755, 4972]",118.0,6.1,86.0,No Escape,
"[35, 18, 10751, 14, 878]",31586,15.534707,"[5, 12, 97]",87.0,4.8,67.0,North,
"[10749, 18, 14]",9300,3.800785,"[11912, 27593, 36765]",93.0,6.7,53.0,Orlando,
"[80, 18, 53]",9559,8.040589,"[171, 6194]",138.0,7.2,376.0,A Perfect World,
[18],9800,13.373006,"[559, 1274]",125.0,7.6,1019.0,Philadelphia,
"[18, 10749]",713,7.436758,"[418, 5186, 7832, 14089]",121.0,7.1,290.0,The Piano,
"[18, 10749]",8291,6.972599,[5],109.0,6.9,47.0,Poetic Justice,
[18],18133,3.199976,[9195],112.0,6.0,28.0,The Program,
"[27, 878, 53]",25557,7.272296,[915],109.0,5.6,41.0,The Puppet Masters,
"[35, 80, 18, 10402, 9648, 10749]",22588,8.506727,[33],108.0,5.8,12.0,Radioland Murders,
[35],10872,5.868677,"[9195, 10288]",97.0,6.7,99.0,The Ref,
"[18, 10749]",1245,12.222576,"[5, 2370]",134.0,7.5,213.0,The Remains of the Day,
"[35, 10752]",11858,4.985157,"[1504, 9195]",128.0,5.9,83.0,Renaissance Man,
"[28, 18, 53]",7007,6.279082,"[306, 8780]",125.0,5.8,188.0,Rising Sun,
"[35, 10749]",10467,3.416181,"[5, 10157]",118.0,5.5,43.0,The Road to Wellville,
"[28, 12, 80, 878, 53]",5550,8.685798,[41],104.0,4.2,309.0,RoboCop 3,5547
[35],8005,17.136672,"[9, 306, 5612]",104.0,6.4,575.0,Robin Hood: Men in Tights,
"[28, 80, 18, 53]",2088,9.796318,"[10163, 31080, 36907]",100.0,5.7,36.0,Romeo Is Bleeding,
"[28, 18, 53]",10412,5.157926,"[5186, 11840, 39712, 50619]",94.0,6.6,126.0,Romper Stomper,
"[18, 10749]",47889,0.941994,"[75712, 75713]",114.0,5.6,10.0,Ruby in Paradise,
[18],14534,5.914833,[559],114.0,7.2,187.0,Rudy,
[18],56583,1.065843,"[14374, 36789, 36790]",99.0,4.0,5.0,The Saint of Fort Washington,
[18],41878,1.031556,"[249, 16366]",126.0,6.2,11.0,Les Nuits Fauves,
"[18, 36, 10752]",424,41.725123,"[33, 56]",195.0,8.3,4436.0,Schindler's List,
"[35, 18]",35233,5.715608,"[306, 28822]",101.0,5.3,37.0,The Scout,
[18],14291,12.048587,[932],110.0,7.3,100.0,Searching for Bobby Fischer,
[18],103413,0.882596,"[508, 644, 6194, 37265]",105.0,5.9,8.0,Second Best,
"[18, 10751, 14]",11236,6.499523,"[70, 6194]",102.0,7.1,232.0,The Secret Garden,462565
"[35, 80, 27, 53]",11592,5.305311,"[11308, 17411]",95.0,6.4,137.0,Serial Mom,
"[12, 14, 28, 53, 878]",8850,7.881107,[33],108.0,5.4,140.0,The Shadow,105075
"[18, 10749]",10445,2.96586,"[5553, 11308]",131.0,6.8,61.0,Shadowlands,
"[35, 18]",695,8.829337,"[8, 272, 408]",187.0,6.9,136.0,Short Cuts,
"[18, 10751]",43535,4.13516,[9195],106.0,5.7,26.0,A Simple Twist of Fate,
"[35, 18]",12519,2.86213,"[14, 25158, 25159, 25160]",98.0,5.2,31.0,Sirens,
"[9648, 18, 35]",23210,8.730025,"[8411, 10104, 36889]",112.0,6.5,75.0,Six Degrees of Separation,
"[35, 18, 10749]",858,10.234919,[559],105.0,6.5,630.0,Sleepless in Seattle,
"[18, 53]",867,11.23297,"[4, 94856]",108.0,4.9,144.0,Sliver,
"[878, 18, 53]",78,96.272374,"[5798, 6194, 7965]",117.0,7.9,3833.0,Blade Runner,422837
"[35, 18, 10749]",13203,9.122718,[915],95.0,5.6,81.0,Son in Law,
"[35, 80, 10749]",10442,8.051914,[559],93.0,6.1,131.0,So I Married an Axe Murderer,
"[80, 28, 9648, 53]",11074,13.390917,"[5848, 6386]",102.0,5.4,223.0,Striking Distance,
"[36, 18, 10749]",33367,1.825468,[],113.0,4.0,4.0,Harem,
"[12, 35, 10751, 14]",9607,7.198455,"[915, 1504, 1755, 5888, 12288]",104.0,4.0,236.0,Super Mario Bros.,
"[28, 12, 53, 80]",17585,3.644641,[12],96.0,6.1,53.0,Surviving the Game,
"[28, 53]",9057,8.012225,"[915, 1382, 10201, 12883]",102.0,5.0,82.0,Terminal Velocity,
"[18, 10402]",20967,0.873068,[164],93.0,7.4,9.0,Thirty Two Short Films About Glenn Gould,
"[35, 18, 10751, 10749]",10635,10.82236,"[559, 11061]",93.0,6.3,57.0,Threesome,
"[14, 16, 10751]",9479,17.730913,"[8601, 8835, 9195]",76.0,7.6,2135.0,The Nightmare Before Christmas,
"[28, 12, 35]",10057,6.34785,"[2, 175]",105.0,6.2,219.0,The Three Musketeers,
"[28, 12, 18, 36, 37]",11969,11.338194,"[915, 1504]",130.0,7.4,632.0,Tombstone,
"[18, 28, 53]",41590,0.85586,"[6194, 10210]",107.0,5.5,5.0,Trial by Jury,
"[28, 53, 80, 10749]",319,17.189328,"[342, 3322, 6194, 10210]",120.0,7.5,762.0,True Romance,
"[99, 36]",26408,1.273617,[],96.0,7.3,19.0,The War Room,
"[14, 878, 10751, 16]",15139,7.436001,"[306, 6189]",80.0,6.2,178.0,The Pagemaster,
"[18, 35]",161158,0.741522,"[806, 1203, 2480]",112.0,6.0,2.0,"Paris, France",
[],218473,0.38247,[],0.0,0.0,1.0,"The Beans of Egypt, Maine",
"[53, 18, 10749]",85247,0.422224,"[10348, 37572]",97.0,3.0,2.0,Killer,
"[35, 18]",11446,5.14056,[],88.0,6.9,103.0,Welcome to the Dollhouse,
"[18, 10749]",51980,2.759302,"[82, 83, 1524]",160.0,6.3,43.0,Germinal,
"[35, 10749]",24405,9.85327,"[6194, 10210]",102.0,4.7,22.0,Chasers,
"[18, 27, 53]",11655,5.513024,[6566],94.0,6.4,153.0,Cronos,
"[35, 10749]",11800,0.449733,"[8, 2658]",95.0,4.0,3.0,Naked in New York,
"[35, 18]",8223,3.647321,"[7832, 11736]",117.0,6.8,58.0,Kika,
"[35, 18]",14587,0.441585,[5778],100.0,5.1,10.0,Bhaji on the Beach,
"[35, 10751]",31504,1.960563,"[5, 97]",119.0,6.0,20.0,Little Big League,
[18],41653,1.764582,"[157, 235, 6181, 7446]",102.0,6.2,10.0,Kådisbellan,
"[10770, 18, 10749, 35]",53185,0.00015,[],102.0,0.0,0.0,Wide Eyed and Legless,
"[18, 10749]",95743,0.002789,[],90.0,0.0,0.0,Foreign Student,
"[35, 10769]",23637,3.456868,[],100.0,7.2,74.0,Io speriamo che me la cavo,
"[35, 18]",17600,2.799575,"[8, 55150, 55151]",106.0,5.3,29.0,Spanking the Monkey,
"[10749, 35, 10751]",10897,6.707109,"[33, 56, 23506]",82.0,6.3,214.0,The Little Rascals,
[35],349394,,[],82.0,0.0,0.0,À la mode,
"[18, 10751, 12]",21352,3.139316,[4],94.0,5.0,31.0,Andre,
"[53, 80, 18]",68806,0.046196,[],92.0,5.0,5.0,La scorta,
"[35, 18, 36, 9648]",37345,1.943323,[559],97.0,4.4,5.0,Princess Caraboo,
"[36, 99]",32562,6.784687,"[58, 181, 201, 1606, 3268, 3614, 4606, 58855]",102.0,7.0,24.0,The Celluloid Closet,
"[18, 35, 10749, 10769]",47507,1.040873,[],94.0,6.8,4.0,Métisse,
"[35, 18]",25403,2.904734,"[9364, 16366, 20769]",100.0,6.9,46.0,Caro diario,
"[10749, 18]",124304,1.213481,"[37352, 37353, 37354]",106.0,6.0,1.0,De eso no se habla,
